gene_id	baseMean	log2FoldChange	lfcSE	pvalue	padj	gene_name	gene_type
ENSG00000123689.6	2458.88200994283	-3.21424363317001	0.610168744899283	1.01204064350841e-08	9.04583074285742e-08	G0S2	protein_coding
ENSG00000213551.7	370.295512352968	1.05062273094425	0.191594739635836	1.01863987384135e-08	9.09938357471108e-08	DNAJC9	protein_coding
ENSG00000258839.4	124.248738781598	1.878911137505	0.36057188793358	1.02649827886173e-08	9.16410671848952e-08	MC1R	protein_coding
ENSG00000110400.11	1636.79101351125	1.62483593664576	0.30800679682043	1.02957287650069e-08	9.18334841854632e-08	NECTIN1	protein_coding
ENSG00000115762.16	4137.53099890983	1.36526935205165	0.254446626833835	1.02932949216067e-08	9.18334841854632e-08	PLEKHB2	protein_coding
ENSG00000183479.12	55.1019767855273	2.29794425017171	0.443990816174986	1.0391171863558e-08	9.26296097381711e-08	TREX2	protein_coding
ENSG00000172081.14	2049.93166676558	1.34391056800849	0.250475618695858	1.07653911605988e-08	9.590839259798e-08	MOB3A	protein_coding
ENSG00000250799.11	2217.65751253988	-4.55370109549318	0.873725149236321	1.0819895098661e-08	9.63652941520543e-08	PRODH2	protein_coding
ENSG00000055208.19	2589.40838206268	-1.24965477628206	0.231473945868825	1.0873614426193e-08	9.68149380801358e-08	TAB2	protein_coding
ENSG00000123143.13	8026.85309975775	1.55407861624325	0.293894487000921	1.09015888397947e-08	9.70063223268868e-08	PKN1	protein_coding
ENSG00000119866.22	301.895512119507	3.13070409335521	0.596865774492939	1.0934101491053e-08	9.72391695777522e-08	BCL11A	protein_coding
ENSG00000155850.8	785.03003777259	1.85339625154409	0.35612906294061	1.09342512095746e-08	9.72391695777522e-08	SLC26A2	protein_coding
ENSG00000150625.16	123.762561305501	-3.45857772110426	0.656771014729447	1.1118916890303e-08	9.87933912303687e-08	GPM6A	protein_coding
ENSG00000167740.10	1245.49291003085	-1.2273626121287	0.227162757058793	1.11161829105015e-08	9.87933912303687e-08	CYB5D2	protein_coding
ENSG00000153823.19	1612.00387352502	-2.4231774865501	0.469017026630336	1.12261125739785e-08	9.96571268314964e-08	PID1	protein_coding
ENSG00000109113.20	2110.66423270363	2.45803965186868	0.475566573234651	1.12380531231136e-08	9.97335579921138e-08	RAB34	protein_coding
ENSG00000151881.15	757.362991625882	1.39154315380284	0.260594463941215	1.12483319059952e-08	9.97952006699893e-08	TMEM267	protein_coding
ENSG00000090539.15	1197.02478100752	-2.55212938968469	0.493287596288968	1.14033472268088e-08	1.0108064713213e-07	CHRD	protein_coding
ENSG00000244731.8	5772.42745318939	-3.07132956204651	0.58722111412476	1.14574104030287e-08	1.01529813464898e-07	C4A	protein_coding
ENSG00000105327.18	901.710559305666	1.34274748841143	0.250795910639994	1.14982938751074e-08	1.01831828897468e-07	BBC3	protein_coding
ENSG00000174738.13	1305.91843671489	-1.40605385800312	0.26390270959687	1.1665716550166e-08	1.03222975963836e-07	NR1D2	protein_coding
ENSG00000124802.12	299.710650730951	1.57784835367393	0.299571799237706	1.16985851322493e-08	1.03452668226503e-07	EEF1E1	protein_coding
ENSG00000128805.15	205.5175211291	2.32629353376319	0.451404652916815	1.17416611658895e-08	1.03802940741137e-07	ARHGAP22	protein_coding
ENSG00000103485.19	5971.13728784596	-2.74816303186762	0.529685195882395	1.17829678191849e-08	1.04106640722884e-07	QPRT	protein_coding
ENSG00000090447.12	546.078376314366	1.18622988359119	0.219395232038353	1.18496493399886e-08	1.04634046059357e-07	TFAP4	protein_coding
ENSG00000174442.12	398.34599663696	1.19653680196679	0.221470903206511	1.18699934644791e-08	1.04782787236704e-07	ZWILCH	protein_coding
ENSG00000187017.17	1904.77142750472	-2.60947637426211	0.504584897005964	1.18806471997321e-08	1.04845923696309e-07	ESPN	protein_coding
ENSG00000151572.18	41.7402341684625	3.11064970381007	0.5951253219304	1.19043084313395e-08	1.05023779422392e-07	ANO4	protein_coding
ENSG00000244734.4	625.319586357225	-2.65096714922975	0.512236054502417	1.19175261482317e-08	1.05109421342121e-07	HBB	protein_coding
ENSG00000182195.9	1460.41382729069	2.53833098530659	0.491544632041882	1.19239737472587e-08	1.05135319762712e-07	LDOC1	protein_coding
ENSG00000204396.11	514.092706705383	2.06360560437522	0.400221352311929	1.19958355846602e-08	1.05737799502938e-07	VWA7	protein_coding
ENSG00000133065.11	1249.28412786109	1.59316645616101	0.303046654536413	1.2009691923792e-08	1.05828783188377e-07	SLC41A1	protein_coding
ENSG00000162994.16	192.591405752738	1.47930977495649	0.279325345149148	1.20162697637946e-08	1.05855594450515e-07	CLHC1	protein_coding
ENSG00000197859.11	2151.61333976467	-1.45412317175336	0.274139992141259	1.20640849424814e-08	1.06245557480212e-07	ADAMTSL2	protein_coding
ENSG00000133069.17	153.699987030327	2.16344300062906	0.420244199731597	1.21083275928408e-08	1.06603838021886e-07	TMCC2	protein_coding
ENSG00000139405.16	990.917487699965	-1.13526631974672	0.209422295793319	1.21672809458767e-08	1.06965617546208e-07	RITA1	protein_coding
ENSG00000119946.11	633.866747602231	3.30635393593019	0.631059197940212	1.21754116944815e-08	1.07005680178415e-07	CNNM1	protein_coding
ENSG00000180537.13	95.0735758587016	4.25178467306671	0.813552342723277	1.22283377854708e-08	1.07407778911807e-07	RNF182	protein_coding
ENSG00000115159.16	1024.60913722967	1.26329382300081	0.235172562256308	1.22737218210921e-08	1.07774795451308e-07	GPD2	protein_coding
ENSG00000168476.12	1009.68920027758	1.22723650911052	0.227944705176617	1.23635430361414e-08	1.08499873719573e-07	REEP4	protein_coding
ENSG00000134247.10	3939.6432655875	1.66156455448523	0.317708406842111	1.24007275613834e-08	1.08762444455332e-07	PTGFRN	protein_coding
ENSG00000166920.13	102.989998174469	3.12586853811831	0.599087957347122	1.25791966774257e-08	1.10295427851291e-07	C15orf48	protein_coding
ENSG00000179520.11	8.1622059071412	-3.45061584406493	0.658433811887046	1.26451537580178e-08	1.10808849568723e-07	SLC17A8	protein_coding
ENSG00000196659.10	343.705807977015	1.28325424912155	0.239491247624385	1.26919335062564e-08	1.11153718917179e-07	TTC30B	protein_coding
ENSG00000114520.11	1977.74654036088	-1.08798814253135	0.20033851310852	1.26963782078555e-08	1.11160132361935e-07	SNX4	protein_coding
ENSG00000126457.22	4161.00527568595	1.04309168004202	0.191541155022842	1.27982607732033e-08	1.1198665176272e-07	PRMT1	protein_coding
ENSG00000197448.14	8642.55599127307	-1.24263492161863	0.231386940742552	1.29093028038654e-08	1.1282640217634e-07	GSTK1	protein_coding
ENSG00000157064.11	101.713045249272	3.3583272151571	0.64198668811545	1.29326021046214e-08	1.12997054221966e-07	NMNAT2	protein_coding
ENSG00000079257.8	531.515055022553	1.98183387627117	0.384761842062758	1.29637159698027e-08	1.13169838858252e-07	LXN	protein_coding
ENSG00000109184.15	1568.01746676801	-1.03942280875336	0.190906673920763	1.29762656497328e-08	1.13246377834436e-07	DCUN1D4	protein_coding
ENSG00000187783.12	283.327974702157	4.06042477850428	0.776483922347653	1.30480671422267e-08	1.13806663105067e-07	TMEM72	protein_coding
ENSG00000186493.13	66.2710026766966	5.43747994276809	1.10158533786416	1.31384287157996e-08	1.14561435945599e-07	C5orf38	protein_coding
ENSG00000107745.19	3541.02603778272	-1.1697895362395	0.216860109560215	1.31502456851581e-08	1.14631093610099e-07	MICU1	protein_coding
ENSG00000079557.5	7857.71720600628	-4.88359734410287	0.956488688082974	1.33440059724233e-08	1.16252420957891e-07	AFM	protein_coding
ENSG00000214530.9	9010.0289493715	-1.95765732629739	0.380263085430315	1.33907831901914e-08	1.16558203797646e-07	STARD10	protein_coding
ENSG00000124143.10	215.188038475917	5.06375087660201	1.00148878642664	1.35970744331196e-08	1.18216376234291e-07	ARHGAP40	protein_coding
ENSG00000123739.11	1040.03408296973	-1.10481826580973	0.204156111597448	1.36464779759242e-08	1.18611462999448e-07	PLA2G12A	protein_coding
ENSG00000100652.5	4969.05270903803	-4.86938916943737	0.954113070041579	1.36965492554855e-08	1.19012122564423e-07	SLC10A1	protein_coding
ENSG00000149503.13	518.667470473565	1.36190464869296	0.256262690820152	1.37359246587557e-08	1.19285032499166e-07	INCENP	protein_coding
ENSG00000167397.15	660.742494268743	-1.67498296204241	0.321826427171611	1.39083491474455e-08	1.20677397427401e-07	VKORC1	protein_coding
ENSG00000153066.13	3436.1036618724	-1.00314484331765	0.184215548530662	1.39137231793151e-08	1.20689053637958e-07	TXNDC11	protein_coding
ENSG00000244476.3	2.98628638591451	-2.99593581768303	0.577958589568852	1.39912201137396e-08	1.2132612333209e-07	ERVFRD-1	protein_coding
ENSG00000204936.10	44.2231307998987	4.08390327927648	0.78330825434472	1.40010331974396e-08	1.21376067466976e-07	CD177	protein_coding
ENSG00000141485.17	5911.66910470524	-4.55276793925875	0.882595582056978	1.41091222717729e-08	1.22206956373647e-07	SLC13A5	protein_coding
ENSG00000005812.11	1201.41036216116	-1.08253302503276	0.200008229187107	1.42229019050607e-08	1.23121234964797e-07	FBXL3	protein_coding
ENSG00000131389.17	1870.47057733622	2.07882299330284	0.405798299658527	1.42339126967932e-08	1.23150448272883e-07	SLC6A6	protein_coding
ENSG00000146426.18	308.055622704449	1.61843174927571	0.31025050303385	1.43222655580333e-08	1.23873945004099e-07	TIAM2	protein_coding
ENSG00000172476.4	32.0571001772296	2.24694064341747	0.439317444900969	1.43363304170533e-08	1.23959786796947e-07	RAB40A	protein_coding
ENSG00000133962.8	74.8444297424103	2.33091302401023	0.455632596381751	1.43451534225766e-08	1.24000268167498e-07	CATSPERB	protein_coding
ENSG00000104213.13	105.924441590424	2.30908311733328	0.451441222657901	1.43652567876044e-08	1.24138206058077e-07	PDGFRL	protein_coding
ENSG00000148795.7	10.6055021169573	-3.55580583838874	0.681303298836472	1.44051181798759e-08	1.24446755239476e-07	CYP17A1	protein_coding
ENSG00000152749.8	675.952000119265	-1.38066374896559	0.2605976301024	1.44641333562336e-08	1.24884528571425e-07	GPR180	protein_coding
ENSG00000139174.12	391.21646068305	2.39421963024016	0.468042800941288	1.4577307643052e-08	1.25825402927618e-07	PRICKLE1	protein_coding
ENSG00000103995.14	169.420940581505	1.48654779300828	0.282826159502801	1.47305936287256e-08	1.27074176329348e-07	CEP152	protein_coding
ENSG00000167676.4	1089.61474794804	-2.78681338154529	0.541298906619451	1.48464201855668e-08	1.28000679417341e-07	PLIN4	protein_coding
ENSG00000166963.13	281.26814318441	1.9236740936929	0.37468594160446	1.48560647016721e-08	1.28046961819853e-07	MAP1A	protein_coding
ENSG00000132361.18	8846.04259520912	-1.25244742940127	0.234551364324451	1.49791818709068e-08	1.29070976333974e-07	CLUH	protein_coding
ENSG00000100302.7	127.145500450747	2.60602054445744	0.508317880391668	1.49932213491979e-08	1.29154783331137e-07	RASD2	protein_coding
ENSG00000143793.13	896.092709217269	1.00361989368216	0.184790827425246	1.5067585474751e-08	1.29720733717788e-07	C1orf35	protein_coding
ENSG00000062096.15	48.7039724854294	-4.03861573637585	0.776501106632598	1.51444056390005e-08	1.3034462145691e-07	ARSF	protein_coding
ENSG00000205704.7	15.3401098222176	4.67186597765747	0.912075170754315	1.5230706156046e-08	1.31049722537496e-07	LINC00634	protein_coding
ENSG00000100300.18	5013.24848467304	1.52600773225814	0.291494776866582	1.53032391810406e-08	1.3159818805224e-07	TSPO	protein_coding
ENSG00000135047.16	5482.87178596295	-1.4037485924243	0.265907676843017	1.53104810071455e-08	1.31622662301739e-07	CTSL	protein_coding
ENSG00000174514.13	404.481196701984	2.41080385564099	0.472083768337453	1.53286331976905e-08	1.31740890883595e-07	MFSD4A	protein_coding
ENSG00000166292.12	101.24983120769	-2.38926962117679	0.467985492552334	1.53396325918781e-08	1.31797595035468e-07	TMEM100	protein_coding
ENSG00000053524.12	33.1296893800764	2.8705401878128	0.557324931516029	1.54300577034842e-08	1.32346667950566e-07	MCF2L2	protein_coding
ENSG00000126391.14	2281.70648259709	1.06997787985868	0.198128292000075	1.56058484967454e-08	1.33777818934454e-07	FRMD8	protein_coding
ENSG00000134013.16	1138.07329754842	2.07425224781132	0.406278682385072	1.56363266790977e-08	1.34000724027539e-07	LOXL2	protein_coding
ENSG00000170801.10	1455.82980715842	2.25972464954802	0.443373648716252	1.57631157260299e-08	1.35048633529189e-07	HTRA3	protein_coding
ENSG00000006025.12	589.166385313089	1.96243130415791	0.383589562776841	1.58406242401493e-08	1.35673859159837e-07	OSBPL7	protein_coding
ENSG00000198826.11	310.478739683746	2.03183726904021	0.398052322731108	1.60687606517838e-08	1.37549142423203e-07	ARHGAP11A	protein_coding
ENSG00000165118.15	823.969867173147	-1.13991307485927	0.212349130848483	1.61670913024496e-08	1.38351304621106e-07	C9orf64	protein_coding
ENSG00000005981.13	41.9055729885285	-3.25460889787275	0.628383236963542	1.62341298850159e-08	1.38885300327724e-07	ASB4	protein_coding
ENSG00000134443.10	38.5110448269032	5.00759681324905	0.995001090346926	1.63086861049391e-08	1.3948328707232e-07	GRP	protein_coding
ENSG00000198182.13	202.911540689909	1.76581091869768	0.342912046257467	1.6355187766506e-08	1.39841058621499e-07	ZNF607	protein_coding
ENSG00000137343.18	678.303547158714	1.52884384187276	0.2928188452738	1.64170886620991e-08	1.40330255726301e-07	ATAT1	protein_coding
ENSG00000144810.16	887.229081770346	2.63581068476463	0.515668824314435	1.6494534196758e-08	1.40952008405687e-07	COL8A1	protein_coding
ENSG00000204052.4	118.884052158297	2.88404874412432	0.561288624902119	1.65718868243889e-08	1.41572612605614e-07	LRRC73	protein_coding
ENSG00000197355.11	571.925087405603	1.59415351015049	0.306815310128392	1.6705456417865e-08	1.42551006417821e-07	UAP1L1	protein_coding
ENSG00000100297.16	2412.9992597132	1.13618627210155	0.211856131722707	1.67581775528637e-08	1.42960145431737e-07	MCM5	protein_coding
ENSG00000107789.16	1129.68122047064	-1.18674654337639	0.222080657157718	1.67871413227515e-08	1.43125675577207e-07	MINPP1	protein_coding
ENSG00000154153.13	1208.98509288487	-2.44798366472965	0.480812630683885	1.68161823651255e-08	1.43332464719314e-07	RETREG1	protein_coding
ENSG00000182541.18	1872.76143782436	1.68853416743419	0.327052964753912	1.7037317161e-08	1.451759783016e-07	LIMK2	protein_coding
ENSG00000173597.9	532.106515345314	-3.45316548516618	0.666786959263346	1.73371312398616e-08	1.47604697388449e-07	SULT1B1	protein_coding
ENSG00000241360.2	7.20612094729101	-2.05662964966035	0.404267554211285	1.73633142144116e-08	1.47785593383209e-07	PDXP	protein_coding
ENSG00000226887.8	66.8720846704254	3.51579836831151	0.679445398075637	1.7944683768951e-08	1.52603710904203e-07	ERVMER34-1	protein_coding
ENSG00000101577.10	6529.48246899386	-2.23651366998692	0.441273330158949	1.83022942827746e-08	1.55468254669254e-07	LPIN2	protein_coding
ENSG00000198455.4	936.820361155563	-1.56859570979602	0.302413322191532	1.83404589872564e-08	1.55748259630011e-07	ZXDB	protein_coding
ENSG00000134463.15	2230.16531357585	-3.25268565777151	0.630995104365979	1.8372360749368e-08	1.55974935616197e-07	ECHDC3	protein_coding
ENSG00000145022.4	1346.70356062483	-1.03375169869899	0.192111570185844	1.87303331466194e-08	1.58901845475463e-07	TCTA	protein_coding
ENSG00000214491.8	511.915486832423	3.11115622758774	0.605448602157604	1.87330432664858e-08	1.58901845475463e-07	SEC14L6	protein_coding
ENSG00000010327.10	2764.30672893696	-1.51572449759377	0.291500234650381	1.88830677973394e-08	1.60083720004455e-07	STAB1	protein_coding
ENSG00000233198.4	23.0972622797438	3.9485221651192	0.765064788525325	1.8958352749599e-08	1.60614872113209e-07	RNF224	protein_coding
ENSG00000116521.11	4611.69139871016	1.25788192986477	0.237679391844374	1.92080268852225e-08	1.6260841080696e-07	SCAMP3	protein_coding
ENSG00000131153.9	403.247600826825	1.68812306632867	0.328501496746574	1.93817098053778e-08	1.63986023368869e-07	GINS2	protein_coding
ENSG00000186010.19	68.9414813759198	1.28154268165797	0.24270874736273	1.95467139707731e-08	1.65288691450681e-07	NDUFA13	protein_coding
ENSG00000142330.20	903.597285562182	1.00076645494957	0.185879698813995	1.97166617366286e-08	1.66678713263656e-07	CAPN10	protein_coding
ENSG00000141682.12	195.733020897256	2.20405274186301	0.436060231825392	1.97317719427101e-08	1.66759369822345e-07	PMAIP1	protein_coding
ENSG00000100321.15	1487.85424522964	1.91037068331497	0.375892471020789	1.98080565584013e-08	1.6726630550637e-07	SYNGR1	protein_coding
ENSG00000165694.10	1.67969051521754	-3.71310698438849	0.719871169782929	1.98098628925594e-08	1.6726630550637e-07	FRMD7	protein_coding
ENSG00000196600.12	283.520233328561	-4.74783737953431	0.939633130013099	1.979804301777e-08	1.6726630550637e-07	SLC22A25	protein_coding
ENSG00000113742.14	3075.46263297965	-1.89845602769655	0.373432373842946	1.98679143153122e-08	1.67673325350449e-07	CPEB4	protein_coding
ENSG00000107362.14	499.359748490719	-1.11172186552501	0.208143473250526	1.98882845731928e-08	1.6777239316872e-07	ABHD17B	protein_coding
ENSG00000149488.13	7.16215734431364	3.90578159713949	0.757931141295838	1.98908591573642e-08	1.6777239316872e-07	TMC2	protein_coding
ENSG00000206190.12	371.095989839485	1.93439776664889	0.381052129476008	1.99842374678467e-08	1.68465096424474e-07	ATP10A	protein_coding
ENSG00000157833.13	172.809524390592	2.31950132211346	0.459116291054329	2.0000719264541e-08	1.68556582307388e-07	GAREM2	protein_coding
ENSG00000137261.14	101.54339016903	2.95496008163354	0.578479427636167	2.01380845236924e-08	1.69666478585515e-07	KIAA0319	protein_coding
ENSG00000102786.15	1306.57605678235	-1.02356828067822	0.19055846867415	2.01702641036867e-08	1.69849366270783e-07	INTS6	protein_coding
ENSG00000214021.16	534.044911836441	1.36853837955308	0.261393322089416	2.08240676923156e-08	1.75150297446912e-07	TTLL3	protein_coding
ENSG00000168394.11	3597.98713952525	1.78851851810249	0.350835922818745	2.08840233184067e-08	1.75602989421709e-07	TAP1	protein_coding
ENSG00000183576.13	2110.62522962951	-1.02822824676421	0.191713548915205	2.08896185525875e-08	1.75602989421709e-07	SETD3	protein_coding
ENSG00000103642.12	1206.49522321281	-1.25584991173271	0.23799672163772	2.10005861551404e-08	1.76463136967191e-07	LACTB	protein_coding
ENSG00000166263.13	632.1118259694	1.50451148655843	0.290228820001487	2.10037277544357e-08	1.76463136967191e-07	STXBP4	protein_coding
ENSG00000197951.10	316.513210044324	1.58468460430886	0.307370656807139	2.10700395803897e-08	1.76970601726678e-07	ZNF71	protein_coding
ENSG00000170537.13	195.088037884472	2.54566965668159	0.503553206558199	2.10811780609696e-08	1.77014502153565e-07	TMC7	protein_coding
ENSG00000275023.5	4327.52910804496	1.29849283786859	0.246963142773374	2.13098746047019e-08	1.78834522222138e-07	MLLT6	protein_coding
ENSG00000135116.9	36.1960938242314	4.50167119940421	0.885876868422789	2.13326438797374e-08	1.78975442894642e-07	HRK	protein_coding
ENSG00000173432.12	22123.7364308232	-3.93758304114447	0.76656607612035	2.14514432763625e-08	1.79921727177625e-07	SAA1	protein_coding
ENSG00000114770.17	1211.22039142974	1.29326620010475	0.245951701600789	2.14976706055828e-08	1.80258961339392e-07	ABCC5	protein_coding
ENSG00000024862.18	1136.13698109272	-1.34272615078923	0.256382787506706	2.17581369993567e-08	1.82289842241673e-07	CCDC28A	protein_coding
ENSG00000103264.18	1453.85991228444	-1.15106338410243	0.216818049102408	2.18895340294979e-08	1.83288120090955e-07	FBXO31	protein_coding
ENSG00000136261.15	1431.57513193733	1.23480559219854	0.234015320127961	2.19541567804834e-08	1.83726471905538e-07	BZW2	protein_coding
ENSG00000072518.21	2672.13750507309	1.16290274663674	0.219323992213831	2.21552357901267e-08	1.85305649515018e-07	MARK2	protein_coding
ENSG00000013583.10	2674.42476194662	-1.36101841353171	0.260419029910923	2.22335492277738e-08	1.8590873066943e-07	HEBP1	protein_coding
ENSG00000089050.16	1356.2076469683	-1.17986065643676	0.222829961539498	2.22648283524079e-08	1.86066356504647e-07	RBBP9	protein_coding
ENSG00000185899.1	2.52532561201642	-4.69217984048299	0.931129611495787	2.22766042989323e-08	1.86112824364657e-07	TAS2R60	protein_coding
ENSG00000172361.6	57.1436779153694	1.7326407597433	0.339857797093505	2.25097077542083e-08	1.88007860330337e-07	CFAP53	protein_coding
ENSG00000125657.5	76.6748999283013	2.70293115138305	0.534395889031274	2.25446948167103e-08	1.88247573033117e-07	TNFSF9	protein_coding
ENSG00000156136.10	623.576346417588	1.04209477286322	0.195022910223396	2.26630842858179e-08	1.89183365701212e-07	DCK	protein_coding
ENSG00000163581.14	11597.9946677579	-4.4150577066658	0.868862780759643	2.27006859039882e-08	1.89444436461293e-07	SLC2A2	protein_coding
ENSG00000144668.12	735.778089942397	-1.8882167309281	0.373174436301783	2.27695614021489e-08	1.89966279483016e-07	ITGA9	protein_coding
ENSG00000123191.16	970.105360010183	-1.96296118939571	0.389173942585621	2.31707971821788e-08	1.92937480541151e-07	ATP7B	protein_coding
ENSG00000111012.10	102.528634524678	2.62523013304951	0.520627024688396	2.3417342219126e-08	1.94827862758347e-07	CYP27B1	protein_coding
ENSG00000174990.8	337.873272541321	-4.75929311378045	0.949104288012478	2.3470465204247e-08	1.95215594336325e-07	CA5A	protein_coding
ENSG00000152926.15	591.201945619959	1.61315144325053	0.314733756261327	2.35392344098995e-08	1.95733211867709e-07	ZNF117	protein_coding
ENSG00000122642.11	3707.10683789344	1.14273034378108	0.215717553061264	2.37222198947227e-08	1.97200008414126e-07	FKBP9	protein_coding
ENSG00000187860.10	112.92964044458	1.65108142253005	0.32299420263173	2.37444348594873e-08	1.97329895364315e-07	CCDC157	protein_coding
ENSG00000131504.17	8354.63315768377	-1.11905660934289	0.210952743475138	2.39191328161051e-08	1.98726579886969e-07	DIAPH1	protein_coding
ENSG00000153395.10	3497.99555117516	2.11303292396463	0.420829929025724	2.39982970435543e-08	1.9932898984054e-07	LPCAT1	protein_coding
ENSG00000188042.8	5924.56417607429	2.33481251355438	0.465398561766643	2.40797955963355e-08	1.99950449123981e-07	ARL4C	protein_coding
ENSG00000155008.14	1028.64513521163	-1.10071178328173	0.20728757536441	2.41315103509944e-08	2.0032431783749e-07	APOOL	protein_coding
ENSG00000135631.17	1938.35747855392	1.26240476657456	0.24053261079466	2.41695761584741e-08	2.00584705907203e-07	RAB11FIP5	protein_coding
ENSG00000165046.13	111.198138484081	2.24185921985538	0.447038115644439	2.41830395496021e-08	2.00640829380364e-07	LETM2	protein_coding
ENSG00000102554.14	2927.94592477459	2.88129726976129	0.569031752923228	2.42395837024559e-08	2.01054253407933e-07	KLF5	protein_coding
ENSG00000176635.18	22.8511823179454	-4.22891207956178	0.830966664488207	2.43728667103429e-08	2.02047826109578e-07	HORMAD2	protein_coding
ENSG00000215440.12	497.45734844275	1.64837613978198	0.322903270153963	2.47430921867078e-08	2.04890046832575e-07	NPEPL1	protein_coding
ENSG00000108179.14	5303.1013083815	-1.64052598187328	0.321248626922161	2.48210510407958e-08	2.05478775591525e-07	PPIF	protein_coding
ENSG00000198585.12	2365.93742948645	-1.16357137976792	0.220338033159941	2.48624884729318e-08	2.05708066411991e-07	NUDT16	protein_coding
ENSG00000153093.20	116.556846002266	-1.32731320324336	0.25439123117468	2.4961037383929e-08	2.06466392924582e-07	ACOXL	protein_coding
ENSG00000113600.11	20507.4803710015	-4.89495302386508	0.984996071844816	2.50409634871783e-08	2.0707030369969e-07	C9	protein_coding
ENSG00000048140.18	2418.57057800414	1.12753490680569	0.213142962574657	2.54755095486132e-08	2.1048928874562e-07	TSPAN17	protein_coding
ENSG00000108511.10	95.0215759527205	3.23241887169564	0.635295871084201	2.55164271311294e-08	2.10769207610319e-07	HOXB6	protein_coding
ENSG00000179918.19	13187.8524268259	-1.58869606316557	0.310445090204756	2.56263034507598e-08	2.11618423669636e-07	SEPHS2	protein_coding
ENSG00000100290.3	176.853988247627	2.85807443672754	0.565989428232128	2.56576694977884e-08	2.11819023372561e-07	BIK	protein_coding
ENSG00000282988.2	14.9552193054646	4.37866298255759	0.865360833651699	2.57874950346226e-08	2.12832128947548e-07	AL031777.2	protein_coding
ENSG00000057593.14	4094.93011544361	-3.88522138571967	0.761708525348842	2.58915460697038e-08	2.13632009910483e-07	F7	protein_coding
ENSG00000150672.17	88.8122570609899	-2.25834549748261	0.451644277844975	2.60820371869891e-08	2.1514447368871e-07	DLG2	protein_coding
ENSG00000261150.3	1002.63987546247	3.02648816677047	0.597652088555505	2.61779882711646e-08	2.15876481080551e-07	EPPK1	protein_coding
ENSG00000169047.5	1882.05009458954	-1.8043952250553	0.357293673529802	2.63247487487407e-08	2.17026969103399e-07	IRS1	protein_coding
ENSG00000167363.14	2210.87065103074	-1.604662784215	0.314228959490097	2.63880475779369e-08	2.17429088779902e-07	FN3K	protein_coding
ENSG00000121671.12	2805.48622337559	-1.47630686150248	0.286594156624658	2.64056930236976e-08	2.1751462619218e-07	CRY2	protein_coding
ENSG00000165030.4	2041.60020152124	-1.73225713043923	0.341976836507206	2.67667358959339e-08	2.20428045360822e-07	NFIL3	protein_coding
ENSG00000086717.18	22.7800806630475	3.41524893032106	0.671104646183702	2.69524369755222e-08	2.21774339202545e-07	PPEF1	protein_coding
ENSG00000213918.10	654.69405222797	1.82925521587494	0.362956678824103	2.6965822123668e-08	2.21823519738734e-07	DNASE1	protein_coding
ENSG00000125844.16	19591.3766314572	-1.09401697802249	0.206827239477483	2.73779573314113e-08	2.24904849485445e-07	RRBP1	protein_coding
ENSG00000166311.10	2585.50031915286	-1.3856536149149	0.267638299901176	2.75042253939657e-08	2.25756310573332e-07	SMPD1	protein_coding
ENSG00000003249.15	1976.41034007822	1.95610423830111	0.390325778883624	2.76094703369123e-08	2.26558062564583e-07	DBNDD1	protein_coding
ENSG00000152582.14	553.15245306826	1.73569711685291	0.343127558701296	2.76283191034046e-08	2.2665061888034e-07	SPEF2	protein_coding
ENSG00000169330.9	47.6443762627835	2.68764395708704	0.53606535382822	2.80201963299087e-08	2.29739523194539e-07	MINAR1	protein_coding
ENSG00000115325.13	465.024005898357	1.28905330958954	0.24762184991018	2.87906798201412e-08	2.3573402402365e-07	DOK1	protein_coding
ENSG00000158125.10	2917.6022062458	-3.09713593704547	0.61304763290467	2.87890302182066e-08	2.3573402402365e-07	XDH	protein_coding
ENSG00000135409.11	10.7852753891978	-2.96906184887228	0.589300893734841	2.8895806358331e-08	2.36530106557546e-07	AMHR2	protein_coding
ENSG00000154277.13	251.906654008604	2.52624794378284	0.506150975446257	2.9082808852568e-08	2.37995776297471e-07	UCHL1	protein_coding
ENSG00000122779.18	1468.66500279576	-1.16192981976506	0.22124311347103	2.92102245042888e-08	2.38842641270322e-07	TRIM24	protein_coding
ENSG00000124564.17	390.710060896987	-3.28190801298952	0.64822085532162	2.94613994209932e-08	2.40830653252197e-07	SLC17A3	protein_coding
ENSG00000148677.7	1508.23126214689	3.85507345761177	0.759583264367188	2.94754521203536e-08	2.40879766058883e-07	ANKRD1	protein_coding
ENSG00000156675.16	2327.2750990535	2.05148461721202	0.41142566364459	2.95547254439735e-08	2.41461703675006e-07	RAB11FIP1	protein_coding
ENSG00000189334.9	5300.52039115339	2.99230310069132	0.594165637749787	2.95691455457737e-08	2.41513618406193e-07	S100A14	protein_coding
ENSG00000169231.13	1006.56910224175	1.34298291475072	0.259461007886295	3.02101506507356e-08	2.46614651290888e-07	THBS3	protein_coding
ENSG00000183496.6	169.94346540432	2.04659172050455	0.410807461617987	3.03171047614228e-08	2.4735287952896e-07	MEX3B	protein_coding
ENSG00000115977.20	1779.81734486164	1.12913773215725	0.214859305257731	3.06859352754496e-08	2.5022575162113e-07	AAK1	protein_coding
ENSG00000204060.7	188.032767688732	2.41621235822023	0.485918818074514	3.07872989231141e-08	2.50915648245728e-07	FOXO6	protein_coding
